X--Trace 1::[V(v_out)],Y--Trace 1::[V(v_out)]
0.00254,-0.035825445
0.00257125,-0.053217973
0.0026025,-0.068640641
0.00263375,-0.081499308
0.002665,-0.091298394
0.00269625,-0.097659927
0.0027275,-0.100338063
0.00275875,-0.099228537
0.00279,-0.094372665
0.00282125,-0.085955761
0.0028525,-0.074300014
0.00288375,-0.0598521
0.002915,-0.043166023
0.00294625,-0.024881824
0.0029775,-0.005700978
0.00300875,0.013640557
0.00304,0.032400626
0.00307125,0.049859398
0.0031025,0.065347029
0.00313375,0.078269402
0.003165,0.088130962
0.00319625,0.094553761
0.0032275,0.097291977
0.00325875,0.096241369
0.00329,0.091443276
0.00332125,0.083083034
0.0033525,0.071482852
0.00338375,0.057089428
0.003415,0.040456788
0.00344625,0.022224992
0.0034775,0.003095535
0.00350875,-0.016195604
0.00354,-0.034906253
0.00357125,-0.05231656
0.0036025,-0.067756663
0.00363375,-0.080632428
0.003665,-0.090448282
0.00369625,-0.096826258
0.0037275,-0.099520519
0.00375875,-0.098426806
0.00379,-0.093586441
0.00382125,-0.085184745
0.0038525,-0.073543911
0.00388375,-0.059110622
0.003915,-0.042438887
0.00394625,-0.024168752
0.0039775,-0.005001699
0.00400875,0.01432631
0.00404,0.033073115
0.00407125,0.05051888
0.0041025,0.065993754
0.00413375,0.078903618
0.004165,0.088752912
0.00419625,0.09516368
0.0042275,0.0978901
0.00425875,0.096827922
0.00429,0.092018484
0.00432125,0.083647116
0.0043525,0.072036023
0.00438375,0.0576319
0.004415,0.040988767
0.00444625,0.022746681
0.0044775,0.003607134
0.00450875,-0.015693901
0.00454,-0.034414254
0.00457125,-0.051834078
0.0046025,-0.067283513
0.00463375,-0.08016843
0.004665,-0.089993259
0.00469625,-0.096380036
0.0047275,-0.099082928
0.00475875,-0.097997679
0.00479,-0.093165615
0.00482125,-0.084772059
0.0048525,-0.073139206
0.00488375,-0.058713745
0.004915,-0.042049687
0.00494625,-0.02378708
0.0049775,-0.004627409
0.00500875,0.01469336
0.00504,0.033433066
0.00507125,0.050871868
0.0051025,0.066339915
0.00513375,0.079243083
0.005165,0.08908581
0.00519625,0.09549014
0.0052275,0.098210245
0.00525875,0.097141875
0.00529,0.092326364
0.00532125,0.083949041
0.0053525,0.072332108
0.00538375,0.057922258
0.005415,0.041273509
0.00544625,0.023025915
0.0054775,0.003880967
0.00550875,-0.015425365
0.00554,-0.034150911
0.00557125,-0.051575829
0.0056025,-0.067030259
0.00563375,-0.079920074
0.005665,-0.089749707
0.00569625,-0.096141196
0.0057275,-0.098848707
0.00575875,-0.097767988
0.00579,-0.092940367
0.00582125,-0.084551168
0.0058525,-0.072922588
0.00588375,-0.058501316
0.005915,-0.041841368
0.00594625,-0.02358279
0.0059775,-0.00442707
0.00600875,0.014889824
0.00604,0.03362573
0.00607125,0.051060805
0.0061025,0.066525197
0.00613375,0.079424782
0.006165,0.089263995
0.00619625,0.095664878
0.0062275,0.098381603
0.00625875,0.097309919
0.00629,0.092491157
0.00632125,0.084110647
0.0063525,0.072490588
0.00638375,0.058077672
0.006415,0.041425918
0.00644625,0.023175376
0.0064775,0.004027537
0.00650875,-0.01528163
0.00654,-0.034009957
0.00657125,-0.051437601
0.0066025,-0.066894705
0.00663375,-0.079787142
0.006665,-0.089619346
0.00669625,-0.096013356
0.0067275,-0.09872334
0.00675875,-0.097645046
0.00679,-0.092819803
0.00682125,-0.084432935
0.0068525,-0.072806643
0.00688375,-0.058387614
0.006915,-0.041729864
0.00694625,-0.023473443
0.0069775,-0.004319839
0.00700875,0.014994982
0.00704,0.033728853
0.00707125,0.051161934
0.0071025,0.06662437
0.00713375,0.079522036
0.007165,0.089359368
0.00719625,0.095758406
0.0072275,0.098473322
0.00725875,0.097399864
0.00729,0.092579363
0.00732125,0.084197146
0.0073525,0.072575414
0.00738375,0.058160858
0.007415,0.041507494
0.00744625,0.023255375
0.0074775,0.004105988
0.00750875,-0.015204696
0.00754,-0.033934511
0.00757125,-0.051363614
0.0076025,-0.066822149
0.00763375,-0.07971599
0.007665,-0.08954957
0.00769625,-0.09594493
0.0077275,-0.098656238
0.00775875,-0.097579241
0.00779,-0.092755271
0.00782125,-0.084369652
0.0078525,-0.072744583
0.00788375,-0.058326755
0.007915,-0.041670182
0.00794625,-0.023414916
0.0079775,-0.004262443
0.00800875,0.015051267
0.00804,0.03378405
0.00807125,0.051216063
0.0081025,0.066677452
0.00813375,0.079574092
0.008165,0.089410417
0.00819625,0.095808468
0.0082275,0.098522415
0.00825875,0.097448007
0.00829,0.092626575
0.00832125,0.084243445
0.0083525,0.072620818
0.00838375,0.058205383
0.008415,0.041551158
0.00844625,0.023298194
0.0084775,0.004147979
0.00850875,-0.015163517
0.00854,-0.033894128
0.00857125,-0.051324013
0.0086025,-0.066783314
0.00863375,-0.079677906
0.008665,-0.089512223
0.00869625,-0.095908304
0.0087275,-0.098620321
0.00875875,-0.097544019
0.00879,-0.09272073
0.00882125,-0.084335779
0.0088525,-0.072711365
0.00888375,-0.058294179
0.008915,-0.041638237
0.00894625,-0.023383588
0.0089775,-0.004231722
0.00900875,0.015081394
0.00904,0.033813594
0.00907125,0.051245036
0.0091025,0.066705865
0.00913375,0.079601955
0.009165,0.089437741
0.00919625,0.095835263
0.0092275,0.098548692
0.00925875,0.097473776
0.00929,0.092651846
0.00932125,0.084268227
0.0093525,0.07264512
0.00938375,0.058229215
0.009415,0.04157453
0.00944625,0.023321113
0.0094775,0.004170455
0.00950875,-0.015141476
0.00954,-0.033872514
0.00957125,-0.051302816
0.0096025,-0.066762527
0.00963375,-0.079657521
0.009665,-0.089492232
0.00969625,-0.095888701
0.0097275,-0.098601096
0.00975875,-0.097525167
0.00979,-0.092702242
0.00982125,-0.084317649
0.0098525,-0.072693586
0.00988375,-0.058276744
0.009915,-0.041621139
0.00994625,-0.023366821
0.0099775,-0.004215278
0.01,0.009738242
