X--Trace 1::[V(v_out)],Y--Trace 1::[V(v_out)]
0,0
3.125E-07,0.000195274
0.000000625,0.000390509
0.00000125,0.000780897
0.0000025,0.001561172
0.000005,0.003119534
0.00001,0.006226077
0.00002,0.012387103
0.00004,0.024411473
0.00007125,0.042024774
0.0001025,0.057663945
0.00013375,0.070734927
0.000165,0.080742222
0.00019625,0.087307936
0.0002275,0.090186304
0.00025875,0.089273136
0.00029,0.084609825
0.00032125,0.076381758
0.0003525,0.064911194
0.00038375,0.050644882
0.000415,0.034136895
0.00044625,0.01602734
0.0004775,-0.002982239
0.00050875,-0.02215582
0.00054,-0.040751184
0.00057125,-0.058048436
0.0006025,-0.073377671
0.00063375,-0.086144713
0.000665,-0.095853946
0.00069625,-0.102127364
0.0007275,-0.104719089
0.00075875,-0.103524823
0.00079,-0.098585851
0.00082125,-0.090087455
0.0008525,-0.07835179
0.00088375,-0.063825505
0.000915,-0.047062574
0.00094625,-0.028703006
0.0009775,-0.009448249
0.00100875,0.009965767
0.00104,0.028796915
0.00107125,0.046325391
0.0011025,0.061881378
0.00113375,0.074870784
0.001165,0.084798082
0.00119625,0.091285347
0.0012275,0.094086782
0.00125875,0.09309817
0.00129,0.088360874
0.00132125,0.080060253
0.0013525,0.068518538
0.00138375,0.054182451
0.001415,0.037606039
0.00144625,0.019429383
0.0014775,0.000354
0.00150875,-0.018884112
0.00154,-0.037542758
0.00157125,-0.054902069
0.0016025,-0.070292162
0.00163375,-0.083118885
0.001665,-0.092886645
0.00169625,-0.099217457
0.0017275,-0.101865467
0.00175875,-0.100726397
0.00179,-0.095841553
0.00182125,-0.087396238
0.0018525,-0.075712627
0.00188375,-0.06123739
0.001915,-0.044524519
0.00194625,-0.026214043
0.0019775,-0.007007429
0.00200875,0.012359376
0.00204,0.031144226
0.00207125,0.0486273
0.0021025,0.064138762
0.00213375,0.077084506
0.002165,0.086968985
0.00219625,0.093414259
0.0022275,0.096174516
0.00225875,0.095145522
0.00229,0.090368626
0.00232125,0.08202917
0.0023525,0.070449371
0.00238375,0.056075938
0.002415,0.039462902
0.00244625,0.021250329
0.0024775,0.002139725
0.00250875,-0.017132927
