Time (s),Channel 1 (V),Channel 2 (V)
0.0020065,0.8530243841698765,0.7113327837163654
0.002009,0.851366923674109,0.7052930737368449
0.002011499999999999,0.8503724473766491,0.6982467454274074
0.002014,0.8490464789800347,0.6915359565612702
0.002016499999999999,0.8470575263851147,0.6851607071384458
0.002019,0.8454000658893464,0.6777788393856955
0.002021500000000001,0.8444055895918853,0.6714035899628659
0.002024,0.8430796211952719,0.6663704983132678
0.002026500000000001,0.841753652798658,0.6603307883337471
0.002029,0.8400961923028906,0.6522778416943864
0.0020315,0.8387702239062766,0.6462381317148658
0.002033999999999999,0.8377757476088166,0.6391918034054284
0.0020365,0.8357867950138952,0.6321454750959844
0.002038999999999999,0.8344608266172818,0.6261057651164667
0.0020415,0.8328033661215138,0.6207371340235567
0.002044000000000001,0.8314773977248991,0.6136908057141129
0.0020465,0.8298199372291325,0.606980016847982
0.002049,0.8284939688325186,0.5995981490952346
0.0020515,0.8261735241384441,0.5932228996724073
0.002054,0.8248475557418302,0.5858410319196599
0.002056499999999999,0.8238530794443701,0.5808079402700618
0.002059,0.8221956189486023,0.5744326908472321
0.002061500000000001,0.8205381584528343,0.5670508230944817
0.002064,0.8192121900562209,0.5603400342283508
0.002066500000000001,0.8172232374612992,0.5536292453622136
0.002069,0.8155657769655326,0.5465829170527761
0.0020715,0.8142398085689186,0.5398721281866421
0.002073999999999999,0.8135768243706117,0.5358456548669617
0.0020765,0.8115878717756908,0.5281282476709076
0.002078999999999999,0.8092674270816175,0.5210819193614702
0.0020815,0.8076099665858489,0.5143711304953329
0.002084000000000001,0.8062839981892339,0.5073248021858886
0.0020865,0.8039635534951606,0.4992718555465314
0.002089000000000001,0.8029690771976994,0.4935676850103151
0.0020915,0.8013116167019327,0.4881990539174103
0.002094,0.7999856483053188,0.4811527256079696
0.002096499999999999,0.7983281878095513,0.475113015628449
0.002099,0.796007743115477,0.4670600689890883
0.002101499999999999,0.7940187905205569,0.4596782012363442
0.002104,0.7923613300247886,0.4526318729269002
0.002106500000000001,0.7910353616281741,0.4472632418339904
0.002109,0.7897093932315608,0.4415590712977791
0.002111500000000001,0.7870574564383328,0.4335061246584183
0.002114,0.7853999959425654,0.4274664146788977
0.0021165,0.7840740275459515,0.4194134680395369
0.002118999999999999,0.7814220907527247,0.4123671397300995
0.0021215,0.7797646302569561,0.4049852719773488
0.002123999999999999,0.7787701539594961,0.4006232592143638
0.0021265,0.7767812013645747,0.3939124703482278
0.002129000000000001,0.7751237408688062,0.3865306025954772
0.0021315,0.772803296174733,0.3794842742860397
0.002134,0.7711458356789656,0.3731090248632125
0.0021365,0.7688253909848911,0.3643849993372382
0.002139,0.7678309146874306,0.3603585260175579
0.002141499999999999,0.7658419620925107,0.3536477371514269
0.002144,0.7638530094975888,0.3459303299553698
0.002146500000000001,0.7625270411009741,0.3392195410892325
0.002149,0.7608695806052075,0.3318376733364884
0.002151500000000001,0.7585491359111318,0.3254624239136575
0.002154,0.7558971991179051,0.3174094772743004
0.0021565,0.7545712307212912,0.3127119250680065
0.002158999999999999,0.7525822781263702,0.3063366756451792
0.0021615,0.7502618334322959,0.2982837290058185
0.002163999999999999,0.7486043729365293,0.291237400696381
0.0021665,0.7466154203416075,0.2835199935003237
0.002169000000000001,0.7446264677466858,0.2768092046341871
0.0021715,0.7429690072509192,0.2711050340979758
0.002174000000000001,0.741311546755151,0.2647297846751456
0.0021765,0.7396540862593843,0.2583545352523212
0.002179,0.7370021494661565,0.2503015886129605
0.002181499999999999,0.7346817047720821,0.2432552603035198
0.002184,0.7323612600780076,0.2355378531074657
0.002186499999999999,0.7300408153839344,0.2281559853547217
0.002189,0.7290463390864728,0.2234584331484245
0.0021915,0.7267258943923984,0.2167476442822905
0.002194,0.725068433896631,0.2093657765295431
0.0021965,0.7224164971034031,0.2019839087767958
0.002199,0.7204275445084821,0.1946020410240484
0.0022015,0.7184385919135613,0.1878912521579144
0.002204,0.7154551630211798,0.1798383055185536
0.0022065,0.7144606867237194,0.1754762927555665
0.002209,0.7124717341287985,0.1684299644461258
0.0022115,0.7094883052364171,0.1607125572500717
0.002214,0.7074993526414962,0.153666228940631
0.0022165,0.7055104000465753,0.145948821744577
0.002219,0.703189955352501,0.1389024934351363
0.0022215,0.7015324948567335,0.1331983228989224
0.002224,0.6992120501626591,0.1268230734760951
0.0022265,0.6965601133694311,0.1201122846099611
0.002229,0.6945711607745103,0.1120593379706003
0.0022315,0.6922507160804359,0.1046774702178529
0.002234,0.6899302713863614,0.09729560246510555
0.0022365,0.6876098266922871,0.08991373471235817
0.002239,0.6862838582956732,0.08555172194937108
0.0022415,0.6842949057007522,0.07850539363993038
0.002244,0.6819744610066778,0.07145906533048969
0.0022465,0.6796540163126034,0.06407719757774231
0.002249,0.6770020795193755,0.05635979038168822
0.0022515,0.6743501427261477,0.04931346207224754
0.002254,0.6723611901312267,0.04159605487619345
0.0022565,0.6707037296354593,0.03723404211320636
0.002259,0.6680517928422314,0.02985217436045897
0.0022615,0.665731348148157,0.02247030660771159
0.002264,0.6627479192557756,0.0147528994116575
0.0022665,0.6610904587600082,0.007371031658910115
0.002269,0.6584385219667803,-1.083609383727147e-05
0.0022715,0.6564495693718594,-0.004372848856824364
0.002274,0.654792108876092,-0.01074809827965165
0.0022765,0.6514771878845571,-0.01846550547570574
0.002279,0.6488252510913293,-0.02685399155837322
0.0022815,0.6465048063972548,-0.03322924098120051
0.002284,0.6448473459014874,-0.0409466481772546
0.0022865,0.6421954091082595,-0.04832851593000198
0.002289,0.640537948612492,-0.05336160757960248
0.0022915,0.6382175039184177,-0.05973685700242976
0.002294,0.6352340750260363,-0.06678318531187045
0.0022965,0.6329136303319619,-0.07517167139453794
0.002299,0.6305931856378875,-0.08154692081736523
0.0023015,0.6276097567455061,-0.08993540690003271
0.002304,0.6252893120514317,-0.09631065632286
0.0023065,0.6236318515556643,-0.1006726690858471
0.002309,0.6213114068615899,-0.1090611551685146
0.0023115,0.618659470068362,-0.1157719440346486
0.002314,0.6160075332751341,-0.1231538117873959
0.0023165,0.6130241043827528,-0.1315422978700634
0.002319,0.6107036596886783,-0.1379175472928907
0.0023215,0.6087147070937574,-0.1436217178291046
0.002324,0.6067257544988365,-0.1493258883653185
0.0023265,0.6034108335073016,-0.1573788350046793
0.002329,0.6010903888132273,-0.1637540844275066
0.0023315,0.5987699441191529,-0.1714714916235607
0.002334,0.596118007325925,-0.178853359376308
0.0023365,0.5934660705326971,-0.1855641482424421
0.002339,0.5914771179377761,-0.1912683187786559
0.0023415,0.5888251811445483,-0.1986501865314033
0.002344,0.5865047364504739,-0.2050254359542306
0.0023465,0.583189815458939,-0.2130783825935914
0.002349,0.5805378786657112,-0.2197891714597254
0.0023515,0.5782174339716367,-0.2278421180990862
0.002354,0.5758969892775624,-0.2335462886353
0.0023565,0.5739080366826415,-0.2392504591715139
0.002359,0.571587591988567,-0.2462967874809546
0.0023615,0.5682726709970322,-0.253678655233702
0.002364,0.5659522263029577,-0.260389444099836
0.0023665,0.5633002895097299,-0.2677713118525834
0.002369,0.560648352716502,-0.2754887190486375
0.0023715,0.5583279080224276,-0.2798507318116246
0.002374,0.5560074633283532,-0.287232599564372
0.0023765,0.5530240344359718,-0.2942789278738127
0.002379,0.5500406055435905,-0.3019963350698667
0.0023815,0.5473886687503625,-0.3090426633793074
0.002384,0.5447367319571347,-0.3164245311320548
0.0023865,0.5420847951639067,-0.3224642411115754
0.002389,0.5394328583706789,-0.3278328722044826
0.0023915,0.5377753978749115,-0.3345436610706166
0.002394,0.5344604768833766,-0.3422610682666707
0.0023965,0.5318085400901488,-0.3493073965761114
0.002399,0.5291566032969208,-0.3563537248855521
0.0024015,0.525841682305386,-0.3644066715249128
0.002404,0.523852729710465,-0.3694397631745133
0.0024065,0.5218637771155441,-0.3748083942674205
0.002409,0.5185488561240092,-0.383196880350088
0.0024115,0.5158969193307814,-0.389907669216222
0.002414,0.5129134904384001,-0.3976250764122761
0.0024165,0.5095985694468652,-0.40433586527841
0.002419,0.5072781247527908,-0.4113821935878507
0.0024215,0.5046261879595629,-0.4157442063508378
0.002424,0.5023057432654885,-0.4227905346602785
0.0024265,0.4996538064722606,-0.4301724024130259
0.002429,0.4960073933815722,-0.4372187307224666
0.0024315,0.4936869486874979,-0.4452716773618274
0.002434,0.490372027695963,-0.4519824662279613
0.0024365,0.4883830751010421,-0.4580221762074819
0.002439,0.4853996462086607,-0.4637263467436958
0.0024415,0.4827477094154328,-0.4697660567232164
0.002444,0.4797642805230514,-0.4774834639192705
0.0024465,0.4767808516306701,-0.4845297922287112
0.002449,0.4741289148374422,-0.4919116599814586
0.0024515,0.4708139938459073,-0.499293527734206
0.002454,0.4688250412509864,-0.5029844616105796
0.0024565,0.4658416123586051,-0.510366329363327
0.002459,0.4631896755653772,-0.5177481971160743
0.0024615,0.4602062466729958,-0.523787907095595
0.002464,0.4568913256814609,-0.5321763931782625
0.0024665,0.454239388888233,-0.5388871820443965
0.002469,0.4512559599958517,-0.5452624314672238
0.0024715,0.4489355153017773,-0.5502955231168242
0.002474,0.4466150706077028,-0.5566707725396515
0.0024765,0.4429686575170145,-0.5640526402923989
0.002479,0.4399852286246331,-0.5714345080451463
0.0024815,0.4370017997322518,-0.578480836354587
0.002484,0.4336868787407169,-0.5855271646640277
0.0024865,0.4313664340466425,-0.5902247168703214
0.002489,0.4290459893525681,-0.5965999662931487
0.0024915,0.4260625604601868,-0.602975215715976
0.002494,0.4227476394686519,-0.6100215440254168
0.0024965,0.4197642105762705,-0.6180744906647775
0.002499,0.4167807816838892,-0.6251208189742182
0.0025015,0.4134658606923542,-0.6321671472836589
0.002504,0.4114769080974334,-0.6361936206033393
0.0025065,0.409156463403359,-0.6429044094694732
0.002509,0.4061730345109776,-0.6496151983356072
0.0025115,0.4021951293211358,-0.656661526645048
0.002514,0.3988802083296009,-0.6647144732844087
0.0025165,0.3958967794372195,-0.6707541832639293
0.002519,0.3922503663465312,-0.67780051157337
0.0025215,0.3909243979499172,-0.6818269848930504
0.002524,0.3882724611566893,-0.6888733132024911
0.0025265,0.3842945559668475,-0.6959196415119318
0.002529,0.3813111270744661,-0.7033015092646792
0.0025315,0.3783276981820848,-0.7106833770174266
0.002534,0.3753442692897034,-0.7167230869969471
0.0025365,0.372360840397322,-0.7210850997599342
0.002539,0.3700403957032476,-0.7281314280693749
0.0025415,0.3667254747117128,-0.7348422169355089
0.002544,0.3637420458193314,-0.7412174663583362
0.0025465,0.36075861692695,-0.7472571763378568
0.002549,0.3571122038362617,-0.7553101229772176
0.0025515,0.3541287749438803,-0.7613498329567382
0.002554,0.3521398223489594,-0.7660473851630319
0.0025565,0.348493409258271,-0.7727581740291659
0.002559,0.3461729645641967,-0.7794689628952999
0.0025615,0.3421950593743548,-0.7858442123181272
0.002564,0.3392116304819734,-0.7932260800708746
0.0025665,0.3362282015895921,-0.7992657900503952
0.002569,0.3332447726972107,-0.8053055000299157
0.0025715,0.3309243280031363,-0.8110096705661296
0.002574,0.3279408991107549,-0.8177204594322637
0.0025765,0.3242944860200666,-0.8247667877417043
0.002579,0.3209795650285317,-0.8314775766078383
0.0025815,0.3183276282353039,-0.8378528260306656
0.002584,0.314349723045462,-0.8438925360101862
0.0025865,0.3123607704505411,-0.8479190093298666
0.002589,0.3093773415581597,-0.8549653376393073
0.0025915,0.3067254047649318,-0.8610050476188279
0.002594,0.3030789916742435,-0.8683869153715752
0.0025965,0.2994325785835552,-0.8747621647944025
0.002599,0.2964491496911738,-0.8818084931038432
0.0026015,0.2928027366004854,-0.8871771241967504
0.002604,0.2908137840055645,-0.8918746764030442
0.0026065,0.2874988630140297,-0.8989210047124849
0.002609,0.2848469262208018,-0.9046251752486988
0.0026115,0.2818634973284204,-0.9113359641148328
0.002614,0.2782170842377321,-0.9187178318675802
0.0026165,0.2745706711470437,-0.924422002403794
0.002619,0.2719187343538158,-0.9297906334967012
0.0026215,0.2695982896597414,-0.9344881857029951
0.002624,0.2659518765690531,-0.9415345140124357
0.0026265,0.2629684476766717,-0.947909763435263
0.002629,0.2593220345859834,-0.9542850128580903
0.0026315,0.2553441293961415,-0.9606602622809176
0.002634,0.2520292084046067,-0.968042130033665
0.0026365,0.2503717479088393,-0.9717330639100387
0.002639,0.2470568269173044,-0.978108313332866
0.0026415,0.2444048901240765,-0.9838124838690798
0.002644,0.2407584770333882,-0.9905232727352138
0.0026465,0.2377750481410068,-0.9968985221580411
0.002649,0.234460127149472,-1.003273771580869
0.0026515,0.2308137140587836,-1.008642402673776
0.002654,0.2284932693647092,-1.013004415436763
0.0026565,0.2251783483731744,-1.020050743746203
0.002659,0.222194919480793,-1.025754914282417
0.0026615,0.2185485063901046,-1.032130163705245
0.002664,0.2155650774977232,-1.037834334241459
0.0026665,0.2119186644070349,-1.044880662550899
0.002669,0.2089352355146535,-1.049578214757193
0.0026715,0.2066147908205791,-1.054275766963487
0.002674,0.2029683777298908,-1.060986555829621
0.0026765,0.1996534567383559,-1.067026265809141
0.002679,0.1963385357468211,-1.073065975788662
0.0026815,0.1926921226561327,-1.079776764654796
0.002684,0.1897086937637514,-1.085816474634317
0.0026865,0.1877197411688304,-1.090178487397304
0.002689,0.1840733280781421,-1.096218197376824
0.0026915,0.1814213912849142,-1.101586828469731
0.002694,0.1777749781942259,-1.108297617335865
0.0026965,0.1741285651035375,-1.114001787872079
0.002699,0.1708136441120027,-1.1200414978516
0.0027015,0.1668357389221608,-1.12608120783112
0.002704,0.1648467863272399,-1.129101062820881
0.0027065,0.1615318653357051,-1.136147391130321
0.002709,0.1585484364433237,-1.141516022223229
0.0027115,0.1549020233526353,-1.148226811089363
0.002714,0.151918594460254,-1.15460206051219
0.0027165,0.1482721813695656,-1.15963515216179
0.002719,0.1452887524771843,-1.163661625481471
0.0027215,0.1423053235848029,-1.169365796017685
0.002724,0.138990402593268,-1.176412124327125
0.0027265,0.1353439895025797,-1.181780755420033
0.002729,0.1316975764118913,-1.187484925956247
0.0027315,0.1283826554203565,-1.193524635935767
0.002734,0.1257307186271286,-1.199228806471981
0.0027365,0.1234102739330542,-1.202919740348355
0.002739,0.1200953529415193,-1.208623910884568
0.0027415,0.116448939850831,-1.213992541977476
0.002744,0.1131340188592961,-1.220367791400303
0.0027465,0.1094876057686078,-1.226407501379824
0.002749,0.1058411926779194,-1.232447211359344
0.0027515,0.1025262716863846,-1.236473684679025
0.002754,0.1005373190914637,-1.242177855215238
0.0027565,0.09689090600077532,-1.247882025751452
0.002759,0.09423896920754743,-1.252915117401053
0.0027615,0.09026106401770559,-1.25929036682388
0.002764,0.08661465092701726,-1.264994537360094
0.0027665,0.0832997299354824,-1.270027629009695
0.002769,0.08031630104310103,-1.273718562886068
0.0027715,0.07766436424987314,-1.279087193978975
0.002774,0.07434944325833828,-1.285462443401803
0.0027765,0.07136601436595691,-1.29083107449471
0.002779,0.06771960127526858,-1.29586416614431
0.0027815,0.06407318818458022,-1.302239415567138
0.002784,0.06075826719304536,-1.306936967773431
0.0027865,0.05876931459812445,-1.310627901649805
0.002789,0.0551229015074361,-1.315996532742712
0.0027915,0.05147648841674776,-1.322707321608846
0.002794,0.0481615674252129,-1.327740413258447
0.0027965,0.04517813853283153,-1.332773504908047
0.002799,0.04086874124383621,-1.339484293774181
0.0028015,0.03854829654976181,-1.342168609320635
0.002804,0.03622785185568741,-1.347201700970235
0.0028065,0.03258143876499907,-1.353241410949756
0.002809,0.02893502567431072,-1.35793896315605
0.0028115,0.02562010468277586,-1.363307594248957
0.002814,0.02197369159208752,-1.368676225341864
0.0028165,0.01832727850139917,-1.373373777548158
0.002819,0.01600683380732477,-1.377400250867838
0.0028215,0.01269191281578991,-1.382433342517439
0.002824,0.009045499725101571,-1.388137513053653
0.0028265,0.006062070832720198,-1.392835065259947
0.002829,0.002415657742031854,-1.39853923579616
0.0028315,-0.001562247447809976,-1.404243406332374
0.002834,-0.003882692141884377,-1.407598800765441
0.0028365,-0.006866121034265749,-1.412631892415042
0.002839,-0.009849549926647123,-1.416658365734722
0.0028415,-0.01415894721564244,-1.422362536270936
0.002844,-0.01714237610802381,-1.427395627920536
0.0028465,-0.02078878919871215,-1.433435337900057
0.002849,-0.0244352022894005,-1.438132890106351
0.0028515,-0.02642415488432141,-1.441488284539418
0.002854,-0.02940758377670279,-1.446185836745712
0.0028565,-0.03272250476823765,-1.451218928395312
0.002859,-0.03570593366061902,-1.455916480601606
0.0028615,-0.03935234675130736,-1.46162065113782
0.002864,-0.04333025194114919,-1.466318203344114
0.0028665,-0.04697666503183753,-1.471351294993714
0.002869,-0.04929710972591194,-1.475042228870088
0.0028715,-0.05228053861829331,-1.479404241633075
0.002874,-0.05559545960982817,-1.484101793839369
0.0028765,-0.05891038060136303,-1.489470424932276
0.002879,-0.06222530159289789,-1.494503516581877
0.0028815,-0.0665346988818932,-1.49920106878817
0.002884,-0.06984961987342805,-1.502556463221237
0.0028865,-0.07183857246834896,-1.506582936540918
0.002889,-0.07482200136073033,-1.510944949303905
0.0028915,-0.07913139864972565,-1.517655738170039
0.002894,-0.08211482754210703,-1.521011132603106
0.0028965,-0.08576124063279539,-1.526044224252706
0.002899,-0.08907616162433024,-1.531077315902307
0.0029015,-0.09106511421925115,-1.53376163144876
0.002904,-0.09404854311163252,-1.538459183655054
0.0029065,-0.09769495620232088,-1.542821196418041
0.002909,-0.1016728613921627,-1.547518748624335
0.0029115,-0.1046562902845441,-1.552551840273935
0.002914,-0.1086341954743859,-1.557584931923536
0.0029165,-0.1112861322676138,-1.560940326356603
0.002919,-0.1132750848625347,-1.563960181346363
0.0029215,-0.116921497953223,-1.56932881243927
0.002924,-0.1205679110439114,-1.574361904088871
0.0029265,-0.1238828320354463,-1.577717298521938
0.002929,-0.1271977530269811,-1.582750390171538
0.0029315,-0.1311756582168229,-1.587112402934525
0.002934,-0.1331646108117439,-1.590132257924286
0.0029365,-0.1361480397041252,-1.594494270687273
0.002939,-0.1397944527948136,-1.598520744006953
0.0029415,-0.1434408658855019,-1.603218296213247
0.002944,-0.1460928026787298,-1.607580308976234
0.0029465,-0.1500707078685716,-1.611271242852608
0.002949,-0.1533856288601065,-1.615633255615595
0.0029515,-0.1557060735541809,-1.618988650048662
0.002954,-0.1586895024465623,-1.623686202254956
0.0029565,-0.1623359155372506,-1.627041596688023
0.002959,-0.1656508365287855,-1.631739148894316
0.0029615,-0.1696287417186273,-1.636101161657304
0.002964,-0.1729436627101621,-1.640127634976984
0.0029665,-0.1752641074042366,-1.643147489966744
0.002969,-0.1779160441974644,-1.646167344956505
0.0029715,-0.1812309651889993,-1.650864897162798
0.002974,-0.1845458861805342,-1.655226909925785
0.0029765,-0.187860807172069,-1.659588922688773
0.002979,-0.1918387123619108,-1.664286474895066
0.0029815,-0.1951536333534457,-1.668312948214747
0.002984,-0.1978055701466736,-1.670661724317894
0.0029865,-0.2004575069399015,-1.674352658194267
0.002989,-0.2037724279314363,-1.678379131513948
0.0029915,-0.2067558568238177,-1.682741144276935
0.002994,-0.2104022699145061,-1.686096538710002
0.0029965,-0.2143801751043479,-1.690794090916296
0.002999,-0.2167006197984223,-1.694485024792669
0.0030015,-0.2200155407899571,-1.696498261452509
0.003004,-0.2229989696823385,-1.700860274215497
0.0030065,-0.2259823985747199,-1.704886747535177
0.003009,-0.2296288116654082,-1.707906602524937
0.0030115,-0.2326122405577896,-1.711933075844618
0.003014,-0.236258653648478,-1.716630628050911
0.0030165,-0.2392420825408593,-1.718643864710752
0.003019,-0.2412310351357802,-1.721328180257205
0.0030215,-0.2448774482264686,-1.726025732463499
0.003024,-0.2485238613171569,-1.730052205783179
0.0030265,-0.2518387823086918,-1.732736521329633
0.003029,-0.2554851953993801,-1.73709853409262
0.0030315,-0.258800116390915,-1.740789467968994
0.003034,-0.2604575768866824,-1.742802704628834
0.0030365,-0.2641039899773708,-1.746493638505208
0.003039,-0.2667559267705987,-1.749849032938275
0.0030415,-0.2700708477621335,-1.753875506257955
0.003044,-0.2733857687536684,-1.756559821804409
0.0030465,-0.2770321818443567,-1.760586295124089
0.003049,-0.2803471028358916,-1.764277229000463
0.0030515,-0.282667547529966,-1.766290465660303
0.003054,-0.2856509764223474,-1.769310320650063
0.0030565,-0.2886344053147287,-1.772330175639824
0.003059,-0.2916178342071101,-1.776356648959504
0.0030615,-0.2955957393969519,-1.780383122279184
0.003064,-0.2989106603884868,-1.783067437825638
0.0030665,-0.3008996129834077,-1.785416213928785
0.003069,-0.3038830418757891,-1.788436068918545
0.0030715,-0.3071979628673239,-1.792462542238225
0.003074,-0.3108443759580123,-1.795817936671293
0.0030765,-0.3141592969495471,-1.798837791661053
0.003079,-0.3171427258419285,-1.80219318609412
0.0030815,-0.3204576468334634,-1.804877501640573
0.003084,-0.3227780915275378,-1.806890738300414
0.0030865,-0.3250985362216122,-1.809575053846867
0.003089,-0.328413457213147,-1.812594908836627
0.0030915,-0.3313968861055284,-1.816285842713001
0.003094,-0.3350432991962167,-1.819305697702762
0.0030965,-0.3390212043860586,-1.822661092135828
0.003099,-0.3420046332784399,-1.825345407682282
0.0031015,-0.3439935858733609,-1.827694183785429
0.003104,-0.3473085068648957,-1.830714038775189
0.0031065,-0.3502919357572771,-1.833062814878336
0.003109,-0.353606856748812,-1.836082669868096
0.0031115,-0.3559273014428864,-1.839102524857857
0.003114,-0.3595737145335747,-1.842457919290924
0.0031165,-0.3618941592276491,-1.843464537620844
0.003119,-0.3648775881200305,-1.846148853167297
0.0031215,-0.3681925091115653,-1.849839787043671
0.003124,-0.3711759380039467,-1.852524102590125
0.0031265,-0.3748223510946351,-1.855543957579885
0.003129,-0.3774742878878629,-1.857557194239725
0.0031315,-0.3807892088793978,-1.860577049229486
0.003134,-0.3831096535734722,-1.862925825332632
0.0031365,-0.3857615903667001,-1.864939061992473
0.003139,-0.389076511358235,-1.867958916982233
0.0031415,-0.3920599402506163,-1.870643232528686
0.003144,-0.3953748612421512,-1.872656469188527
0.0031465,-0.398689782233686,-1.876011863621594
0.003149,-0.4010102269277604,-1.877018481951514
0.0031515,-0.4036621637209883,-1.880709415827887
0.003154,-0.4069770847125232,-1.883058191931034
0.0031565,-0.4096290215057511,-1.885071428590875
0.003159,-0.4122809582989789,-1.887084665250715
0.0031615,-0.4155958792905138,-1.889097901910555
0.003164,-0.4189108002820487,-1.891782217457008
0.0031665,-0.4212312449761231,-1.893124375230235
0.003169,-0.4235516896701975,-1.895473151333382
0.0031715,-0.4271981027608858,-1.898157466879836
0.003174,-0.4298500395541137,-1.900841782426289
0.0031765,-0.4331649605456486,-1.90285501908613
0.003179,-0.4364798815371834,-1.905539334632583
0.0031815,-0.4388003262312578,-1.906545952962503
0.003184,-0.4407892788261787,-1.90889472906565
0.0031865,-0.4441041998177136,-1.91090796572549
0.003189,-0.447750612908402,-1.913592281271944
0.0031915,-0.4504025497016299,-1.915269978488477
0.003194,-0.4537174706931647,-1.917618754591624
0.0031965,-0.4570323916846996,-1.919631991251465
0.003199,-0.4590213442796204,-1.921309688467998
0.0032015,-0.4613417889736949,-1.923322925127838
0.003204,-0.4643252178660762,-1.925336161787679
0.0032065,-0.4669771546593041,-1.927013859004212
0.003209,-0.470292075650839,-1.929698174550666
0.0032115,-0.4726125203449134,-1.931040332323892
0.003214,-0.4762589334356017,-1.933389108427039
0.0032165,-0.4785793781296761,-1.934395726756959
0.003219,-0.481231314922904,-1.9364089634168
0.0032215,-0.4842147438152854,-1.938757739519946
0.003224,-0.4871981727076667,-1.94043543673648
0.0032265,-0.4905130936992016,-1.94244867339632
0.003229,-0.4931650304924295,-1.94446191005616
0.0032315,-0.4958169672856574,-1.94546852838608
0.003234,-0.4974744277814248,-1.947146225602614
0.0032365,-0.5004578566738062,-1.948823922819147
0.003239,-0.503772777665341,-1.950837159478988
0.0032415,-0.5060932223594155,-1.951508238365601
0.003244,-0.5094081433509503,-1.953185935582134
0.0032465,-0.5123915722433316,-1.955199172241975
0.003249,-0.5143805248382526,-1.956541330015201
0.0032515,-0.5170324616314805,-1.957547948345121
0.003254,-0.5190214142264014,-1.958890106118348
0.0032565,-0.5223363352179362,-1.960903342778189
0.003259,-0.5253197641103177,-1.962245500551415
0.0032615,-0.5286346851018525,-1.964258737211256
0.003264,-0.5312866218950804,-1.964929816097869
0.0032665,-0.5332755744900013,-1.965600894984482
0.003269,-0.5359275112832291,-1.967278592201016
0.0032715,-0.5385794480764571,-1.968620749974243
0.003274,-0.5412313848696849,-1.969627368304163
0.0032765,-0.5445463058612198,-1.971305065520696
0.003279,-0.5468667505552942,-1.97197614440731
0.0032815,-0.5495186873485221,-1.973318302180536
0.003284,-0.551507639943443,-1.974324920510456
0.0032865,-0.5544910688358243,-1.975331538840377
0.003289,-0.5571430056290523,-1.976673696613603
0.0032915,-0.5597949424222801,-1.977344775500217
0.003294,-0.5624468792155081,-1.97902247271675
0.0032965,-0.5654303081078894,-1.98002909104667
0.003299,-0.5674192607028103,-1.98103570937659
0.0033015,-0.5697397053968847,-1.982377867149817
0.003304,-0.5727231342892661,-1.984391103809658
0.0033065,-0.5750435789833405,-1.984391103809658
0.003309,-0.5783584999748753,-1.985062182696271
0.0033115,-0.5813419288672568,-1.986404340469498
0.003314,-0.5833308814621776,-1.987746498242724
0.0033165,-0.584988341957945,-1.987746498242724
0.003319,-0.587640278751173,-1.988417577129338
0.0033215,-0.5909551997427078,-1.989759734902565
0.003324,-0.5936071365359357,-1.990766353232485
0.0033265,-0.5962590733291636,-1.991772971562405
0.003329,-0.5985795180232379,-1.992108511005712
0.0033315,-0.6005684706181589,-1.992108511005712
0.003334,-0.6028889153122333,-1.993786208222245
0.0033365,-0.6055408521054612,-1.994121747665552
0.003339,-0.6078612967995356,-1.994792826552165
0.0033415,-0.6108447256919169,-1.995799444882085
0.003344,-0.6134966624851449,-1.996134984325392
0.0033465,-0.6161485992783727,-1.996806063212005
0.003349,-0.6181375518732937,-1.997141602655312
0.0033515,-0.6204579965673681,-1.997477142098619
0.003354,-0.6227784412614424,-1.997812681541925
0.0033565,-0.6254303780546704,-1.998483760428539
0.003359,-0.6287452990462052,-1.999825918201766
0.0033615,-0.6307342516411262,-1.999490378758459
0.003364,-0.633386188434354,-2.000496997088379
0.0033665,-0.6343806647318144,-2.001503615418299
0.003369,-0.6373640936241959,-2.001168075974992
0.0033715,-0.6400160304174237,-2.001839154861606
0.003374,-0.6426679672106516,-2.002174694304913
0.0033765,-0.645651396103033,-2.003181312634833
0.003379,-0.6479718407971073,-2.002510233748219
0.0033815,-0.6502922854911818,-2.002845773191526
0.003384,-0.6519497459869492,-2.002845773191526
0.0033865,-0.6546016827801771,-2.002845773191526
0.003389,-0.656590635375098,-2.003516852078139
0.0033915,-0.6592425721683259,-2.003516852078139
0.003394,-0.6618945089615538,-2.004187930964753
0.0033965,-0.6645464457547817,-2.004187930964753
0.003399,-0.6658724141513956,-2.004187930964753
0.0034015,-0.6685243509446235,-2.004187930964753
0.003404,-0.6705133035395444,-2.003516852078139
0.0034065,-0.6731652403327724,-2.004523470408059
0.003409,-0.6758171771260002,-2.004187930964753
0.0034115,-0.6778061297209211,-2.003181312634833
0.003414,-0.6797950823158421,-2.003516852078139
0.0034165,-0.6817840349107629,-2.003852391521446
0.003419,-0.6841044796048373,-2.004187930964753
0.0034215,-0.6864249242989118,-2.004187930964753
0.003424,-0.6894083531912931,-2.004187930964753
0.0034265,-0.6913973057862141,-2.004187930964753
0.003429,-0.6937177504802884,-2.003516852078139
0.0034315,-0.6953752109760558,-2.003181312634833
0.003434,-0.6973641635709767,-2.002510233748219
0.0034365,-0.6993531161658977,-2.003181312634833
0.003439,-0.7016735608599721,-2.002510233748219
0.0034415,-0.7039940055540465,-2.002174694304913
0.003444,-0.7066459423472744,-2.002174694304913
